year,zip_code,num_returns_total,unemployment_returns,earned_income_credit_returns,low_income_returns,eic_ratio,unemployment_ratio,low_income_ratio,eic_ratio_scaled,unemployment_ratio_scaled,low_income_ratio_scaled,poverty_index,total_animals_count,abandoned_count,euthanasia_request_count,owner_surrender_count,public_assist_count,stray_count,wildlife_count
2013,78632,430.0,0.0,80.0,150.0,0.18604651162790697,0.0,0.3488372093023256,0.35658914728682173,0.0,0.5643587973377601,0.41442657508106184,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78633,11610.0,270.0,370.0,2390.0,0.03186907838070629,0.023255813953488372,0.2058570198105082,0.061082400229687056,0.12528132033008252,0.3330413643548757,0.1898838260960615,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78634,12400.0,620.0,2190.0,3600.0,0.17661290322580644,0.05,0.2903225806451613,0.338508064516129,0.26935483870967747,0.4696921603649745,0.3906255850674643,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78636,1750.0,40.0,300.0,620.0,0.17142857142857143,0.022857142857142857,0.35428571428571426,0.32857142857142857,0.1231336405529954,0.5731735442676069,0.4180986018328655,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78638,890.0,30.0,150.0,280.0,0.16853932584269662,0.033707865168539325,0.3146067415730337,0.32303370786516855,0.18158753171438927,0.5089797692843918,0.39256481788874115,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78639,3090.0,110.0,740.0,1400.0,0.23948220064724918,0.03559870550161812,0.45307443365695793,0.4590075512405609,0.19177367157323313,0.7329967551182989,0.5555793050188103,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78640,20660.0,860.0,4560.0,7200.0,0.2207163601161665,0.041626331074540175,0.34849951597289447,0.4230396902226525,0.22424507385316805,0.563812467427462,0.4665079783278684,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78641,22230.0,1020.0,3250.0,6350.0,0.14619883040935672,0.04588394062078273,0.28565002249212773,0.280214424951267,0.24718122850550697,0.46213276237239576,0.35877435714619893,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78642,4870.0,180.0,660.0,1480.0,0.13552361396303902,0.03696098562628337,0.30390143737166325,0.25975359342915816,0.19911240643836525,0.49166042248562697,0.35804754780548986,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78643,2810.0,60.0,550.0,1170.0,0.19572953736654805,0.021352313167259787,0.41637010676156583,0.37514827995255046,0.11502697738491563,0.6736154470714758,0.48344637489930337,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78644,7450.0,310.0,2010.0,3080.0,0.2697986577181208,0.04161073825503356,0.4134228187919463,0.5171140939597315,0.22416107382550338,0.6688472404421739,0.5560987078634078,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78645,5270.0,220.0,640.0,1630.0,0.12144212523719165,0.04174573055028463,0.3092979127134725,0.23276407337128402,0.2248882903837914,0.5003909943757572,0.35240860952454767,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78648,3240.0,110.0,940.0,1420.0,0.29012345679012347,0.033950617283950615,0.4382716049382716,0.5560699588477367,0.1828952608522501,0.7090483161613915,0.5875927498393327,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78650,670.0,30.0,130.0,250.0,0.19402985074626866,0.04477611940298507,0.373134328358209,0.3718905472636816,0.24121328839672604,0.6036673702866587,0.4631223917373258,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78652,2260.0,80.0,250.0,640.0,0.11061946902654868,0.035398230088495575,0.2831858407079646,0.21202064896755163,0.19069369112189552,0.45814613872375093,0.3206444235732757,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78653,8110.0,360.0,2080.0,2870.0,0.2564734895191122,0.04438964241676942,0.35388409371146734,0.49157418824496507,0.23913129947098366,0.5725237910353717,0.5027572206232499,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78654,8350.0,260.0,1780.0,3570.0,0.21317365269461078,0.031137724550898204,0.4275449101796407,0.40858283433133735,0.16774193548387098,0.6916943631083396,0.5118989323962417,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78655,1260.0,50.0,300.0,520.0,0.23809523809523808,0.03968253968253968,0.4126984126984127,0.45634920634920634,0.213773681515617,0.6676752755805457,0.5271883850199501,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78656,1020.0,40.0,320.0,450.0,0.3137254901960784,0.0392156862745098,0.4411764705882353,0.6013071895424836,0.211258697027198,0.7137478907506964,0.6129006558346508,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78657,2780.0,80.0,330.0,860.0,0.11870503597122302,0.02877697841726619,0.30935251798561153,0.2275179856115108,0.15502436760269206,0.5004793363441336,0.34310123164030915,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78659,1210.0,50.0,240.0,470.0,0.19834710743801653,0.04132231404958678,0.3884297520661157,0.38016528925619836,0.22260730471874168,0.6284127434818804,0.4761208452040096,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78660,35940.0,1800.0,6160.0,11150.0,0.17139677239844184,0.05008347245409015,0.3102392877017251,0.32851048043034686,0.2698045128978405,0.5019139777102375,0.40067145745304705,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78662,1070.0,40.0,180.0,370.0,0.16822429906542055,0.037383177570093455,0.34579439252336447,0.32242990654205606,0.20138679529695508,0.5594360414731315,0.4169783561365299,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78663,320.0,0.0,50.0,110.0,0.15625,0.0,0.34375,0.2994791666666667,0.0,0.5561285648765844,0.38502347919446295,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78664,25760.0,1280.0,5230.0,9110.0,0.203027950310559,0.049689440993788817,0.3536490683229814,0.38913690476190477,0.26768182728912043,0.5721435602513477,0.45934439198487564,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78665,17700.0,860.0,2110.0,4670.0,0.1192090395480226,0.04858757062146893,0.26384180790960454,0.22848399246704332,0.2617459449608165,0.4268508101446162,0.32107525567132844,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78666,26140.0,810.0,5790.0,13960.0,0.22149961744452945,0.03098699311400153,0.5340474368783473,0.4245409334353481,0.16692993064639536,0.8639971917008685,0.5965351493759371,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78669,4470.0,170.0,410.0,1240.0,0.09172259507829977,0.03803131991051454,0.27740492170022374,0.17580164056674125,0.20487840080825576,0.4487936028940994,0.30155569963820394,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78671,370.0,0.0,80.0,170.0,0.21621621621621623,0.0,0.4594594594594595,0.41441441441441446,0.0,0.7433266321691939,0.5209834709626238,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78672,390.0,0.0,70.0,180.0,0.1794871794871795,0.0,0.46153846153846156,0.344017094017094,0.0,0.7466901010930364,0.4908182377995587,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78676,6470.0,190.0,710.0,2120.0,0.10973724884080371,0.02936630602782071,0.3276661514683153,0.21032972694487378,0.1581991324724535,0.5301076554900588,0.349016735342965,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78681,23120.0,1030.0,2370.0,6240.0,0.10250865051903114,0.044550173010380625,0.2698961937716263,0.1964749134948097,0.23999609331398597,0.4366457684592497,0.3089039162107253,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78701,4700.0,140.0,340.0,960.0,0.07234042553191489,0.029787234042553193,0.20425531914893616,0.13865248226950352,0.16046671242278657,0.33045008729223735,0.22714282754506204,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78702,11270.0,420.0,3200.0,5360.0,0.2839396628216504,0.037267080745341616,0.4755989352262644,0.54421768707483,0.20076137046684034,0.7694375368849863,0.6112209878286013,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78703,10810.0,250.0,560.0,2360.0,0.05180388529139685,0.02312673450508788,0.2183163737280296,0.09929078014184396,0.12458595684998956,0.353198462866703,0.2160787550388451,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78704,24680.0,900.0,2900.0,7980.0,0.11750405186385737,0.03646677471636953,0.3233387358184765,0.22521609940572665,0.19645004443979713,0.5231066388937844,0.3563902366787597,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78705,5890.0,100.0,480.0,3360.0,0.08149405772495756,0.01697792869269949,0.5704584040747029,0.15619694397283532,0.09146174489292952,0.9229038940504762,0.4947415515997831,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78717,12350.0,500.0,900.0,2800.0,0.0728744939271255,0.04048582995951417,0.22672064777327935,0.13967611336032387,0.2181010839754473,0.3667951373790354,0.24972217123025645,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78719,770.0,0.0,250.0,380.0,0.3246753246753247,0.0,0.4935064935064935,0.6222943722943723,0.0,0.7984088959739393,0.6393164707207403,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78721,5340.0,210.0,1900.0,2920.0,0.35580524344569286,0.03932584269662921,0.5468164794007491,0.681960049937578,0.21185212033345416,0.8846553132800143,0.726162125481262,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78722,3450.0,130.0,490.0,1270.0,0.14202898550724638,0.03768115942028986,0.3681159420289855,0.27222222222222225,0.20299205236091633,0.5955484815964266,0.4107960219544836,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78723,14410.0,510.0,3500.0,6440.0,0.24288688410825815,0.03539208882720333,0.44691186675919503,0.46553319454082814,0.19066060755299857,0.7230267784352187,0.5539180485945209,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78724,8820.0,290.0,3190.0,4600.0,0.36167800453514737,0.032879818594104306,0.5215419501133787,0.6932161753590325,0.17712676468436836,0.843765458151239,0.7093544115480591,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78725,3290.0,130.0,850.0,1180.0,0.25835866261398177,0.03951367781155015,0.3586626139817629,0.49518743667679843,0.212864006275125,0.5802546175667262,0.5052353250370987,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78726,6510.0,290.0,690.0,1900.0,0.10599078341013825,0.0445468509984639,0.29185867895545314,0.2031490015360983,0.23997819731430553,0.47217730407060926,0.327894657254449,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78727,14450.0,630.0,1600.0,3750.0,0.11072664359861592,0.04359861591695502,0.25951557093425603,0.2122260668973472,0.23486996316553188,0.41985170044158615,0.30792199161907324,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78728,11080.0,550.0,1980.0,3880.0,0.17870036101083034,0.04963898916967509,0.35018050541516244,0.34250902527075816,0.2674100384301852,0.5665320201433928,0.4358094742793865,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78729,14930.0,670.0,1950.0,4500.0,0.130609511051574,0.044876088412592094,0.3014065639651708,0.2503348961821835,0.24175183112589935,0.4876241450540592,0.35625675166889914,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78730,4010.0,140.0,180.0,740.0,0.04488778054862843,0.034912718204488775,0.18453865336658354,0.08603491271820449,0.18807819161772987,0.29855190243204527,0.19187188597938537,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78731,13300.0,330.0,680.0,3090.0,0.05112781954887218,0.02481203007518797,0.23233082706766917,0.09799498746867169,0.13366480717923843,0.37587144562540437,0.2266063756102581,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78732,6030.0,230.0,260.0,1000.0,0.04311774461028192,0.03814262023217247,0.16583747927031509,0.08264234383637369,0.2054779864120259,0.26829660901629276,0.1784703274249025,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78733,3910.0,120.0,210.0,1020.0,0.05370843989769821,0.030690537084398978,0.2608695652173913,0.10294117647058824,0.16533289332563322,0.42204223105258576,0.25277582271799165,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78734,9870.0,360.0,850.0,2780.0,0.08611955420466058,0.0364741641337386,0.281661600810537,0.1650624788922661,0.19648985194626925,0.4556801798970337,0.29898318164981186,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78735,7920.0,270.0,580.0,1820.0,0.07323232323232323,0.03409090909090909,0.2297979797979798,0.14036195286195285,0.18365102639296188,0.37177373299371297,0.24882616127434581,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78736,3920.0,130.0,400.0,1090.0,0.10204081632653061,0.03316326530612245,0.2780612244897959,0.19557823129251703,0.17865371955233708,0.44985538828606825,0.3083105007655971,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78737,6790.0,240.0,390.0,1510.0,0.05743740795287187,0.035346097201767304,0.22238586156111928,0.11008836524300442,0.19041284621597226,0.35978219647659065,0.230483037395415,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78738,7550.0,240.0,340.0,1550.0,0.045033112582781455,0.031788079470198675,0.2052980132450331,0.08631346578366446,0.17124546037171545,0.33213698757228877,0.2054272500473505,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78739,7430.0,220.0,280.0,1380.0,0.03768506056527591,0.029609690444145357,0.1857335127860027,0.07222969941677883,0.159510267876525,0.30048498011684777,0.1836726325777845,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78741,21340.0,710.0,5140.0,11930.0,0.2408622305529522,0.03327085285848173,0.5590440487347704,0.46165260855982504,0.17923330410859512,0.9044374240746564,0.6326638450963762,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78742,350.0,0.0,100.0,190.0,0.2857142857142857,0.0,0.5428571428571428,0.5476190476190476,0.0,0.8782497855713332,0.6416409749356713,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78744,19280.0,710.0,6150.0,9740.0,0.31898340248962653,0.03682572614107884,0.5051867219917012,0.6113848547717842,0.19838375050194085,0.8173055031154932,0.6627490360994689,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78745,30820.0,1220.0,5290.0,11520.0,0.17164179104477612,0.03958468526930565,0.3737832576249189,0.3289800995024876,0.21324653032174334,0.6047172265828095,0.441488449770558,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78746,13320.0,290.0,470.0,3000.0,0.03528528528528529,0.02177177177177177,0.22522522522522523,0.06763013013013014,0.11728664148018987,0.3643758000829382,0.20613133274389972,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78747,8280.0,330.0,1700.0,2760.0,0.20531400966183574,0.03985507246376811,0.3333333333333333,0.39351851851851855,0.21470313230481533,0.5392761841227485,0.4412279294190517,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78748,23420.0,960.0,3350.0,7050.0,0.1430401366353544,0.04099060631938514,0.30102476515798465,0.27416026188442927,0.22082036307539737,0.48700646004253334,0.36460706117467295,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78749,17260.0,600.0,1380.0,4070.0,0.07995365005793743,0.03476245654692932,0.2358053302433372,0.15324449594438008,0.18726871752700633,0.3814925960682942,0.2593585631584041,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78750,13470.0,510.0,1280.0,3590.0,0.09502598366740905,0.0378619153674833,0.26651818856718634,0.18213313536253403,0.2039658021409584,0.43118073518945815,0.29638782196249236,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78751,7350.0,240.0,730.0,2800.0,0.09931972789115646,0.0326530612244898,0.38095238095238093,0.19036281179138323,0.17590520078999344,0.6163156389974268,0.3805958229339639,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78752,8300.0,260.0,1920.0,4050.0,0.23132530120481928,0.03132530120481928,0.4879518072289157,0.44337349397590364,0.16875242907112323,0.7894223659146258,0.5716333798578505,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78753,23320.0,880.0,6230.0,11270.0,0.26715265866209265,0.03773584905660377,0.4832761578044597,0.5120425957690109,0.20328667072428486,0.7818579667748767,0.602583920217178,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78754,9240.0,440.0,1850.0,3140.0,0.2002164502164502,0.047619047619047616,0.3398268398268398,0.3837481962481962,0.2565284178187404,0.5497815643329319,0.44574123404338173,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78756,4400.0,120.0,370.0,1240.0,0.08409090909090909,0.02727272727272727,0.2818181818181818,0.16117424242424244,0.1469208211143695,0.45593350112196,0.2923905667072281,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78757,11530.0,350.0,1150.0,3260.0,0.0997398091934085,0.030355594102341718,0.28274067649609713,0.19116796762069962,0.16352852306745377,0.4574259393512992,0.3082201104441449,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78758,22060.0,820.0,4630.0,9610.0,0.2098821396192203,0.0371713508612874,0.43563009972801453,0.40227410093683896,0.20024566431725793,0.7047748136110081,0.518196577978257,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2013,78759,21880.0,760.0,1600.0,5520.0,0.07312614259597806,0.03473491773308958,0.2522851919561243,0.14015843997562463,0.18712036327180517,0.4081541868863215,0.26545271841505624,4182.0,0.0,31.0,828.0,244.0,2884.0,195.0
2014,78602,11630.0,410.0,2330.0,4250.0,0.2003439380911436,0.0352536543422184,0.3654342218400688,0.38399254800802524,0.18991484758549915,0.5912099181053347,0.4578325945095619,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78605,2230.0,60.0,450.0,780.0,0.20179372197309417,0.026905829596412557,0.34977578475336324,0.3867713004484305,0.1449443078258354,0.5658772515010007,0.4431862791598276,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78606,2590.0,40.0,440.0,990.0,0.16988416988416988,0.015444015444015444,0.38223938223938225,0.3256113256113256,0.08319840577905095,0.6183977864264723,0.4331239409949141,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78608,240.0,0.0,40.0,80.0,0.16666666666666666,0.0,0.3333333333333333,0.3194444444444444,0.0,0.5392761841227485,0.3864242828552368,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78609,870.0,0.0,170.0,370.0,0.19540229885057472,0.0,0.42528735632183906,0.3745210727969349,0.0,0.6880420280186791,0.4781533953670263,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78610,14490.0,410.0,2000.0,4030.0,0.13802622498274672,0.028295376121463076,0.2781228433402346,0.26455026455026454,0.1524299294285269,0.4499550770216721,0.3367703966502242,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78611,5810.0,140.0,1160.0,2270.0,0.19965576592082615,0.024096385542168676,0.39070567986230637,0.38267355134825015,0.12980956082394093,0.6320948044536863,0.4696267161932655,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78612,5660.0,210.0,1230.0,2070.0,0.21731448763250882,0.037102473498233215,0.3657243816254417,0.4165194346289753,0.1998746152969338,0.5916793468908601,0.4736769132136193,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78613,34280.0,1200.0,3560.0,9130.0,0.10385064177362893,0.03500583430571762,0.2663360560093349,0.19904706339945547,0.18857981706628524,0.4308860759370502,0.302327894408056,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78614,240.0,0.0,50.0,90.0,0.20833333333333334,0.0,0.375,0.3993055555555556,0.0,0.606685707138092,0.4526960682121415,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78615,600.0,0.0,100.0,200.0,0.16666666666666666,0.0,0.3333333333333333,0.3194444444444444,0.0,0.5392761841227485,0.3864242828552368,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78616,3210.0,100.0,840.0,1380.0,0.2616822429906542,0.03115264797507788,0.42990654205607476,0.5015576323987538,0.16782232941412925,0.6955150785882176,0.5554649528855501,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78617,9070.0,290.0,2880.0,4000.0,0.3175303197353914,0.03197353914002205,0.4410143329658214,0.6085997794928336,0.17224454956076396,0.7134855798757421,0.6121628666719355,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78618,120.0,0.0,0.0,40.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5392761841227485,0.24267428285523682,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78619,1860.0,40.0,140.0,440.0,0.07526881720430108,0.021505376344086023,0.23655913978494625,0.1442652329749104,0.11585154353104407,0.382712130667757,0.24872496799230476,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78620,7490.0,170.0,680.0,2110.0,0.09078771695594126,0.022696929238985315,0.2817089452603471,0.17400979083222076,0.12227055428743702,0.45575677509973267,0.2956220100981227,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78621,9890.0,320.0,2330.0,3750.0,0.23559150657229525,0.032355915065722954,0.37917087967644086,0.45155038759689925,0.17430444567663655,0.6134334753671304,0.496673182901477,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78623,560.0,0.0,40.0,160.0,0.07142857142857142,0.0,0.2857142857142857,0.1369047619047619,0.0,0.4622367292480701,0.26961367101877437,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78624,10870.0,130.0,1700.0,4020.0,0.15639374425023,0.011959521619135235,0.36982520699172033,0.2997546764796075,0.06442710033534144,0.5983137792567016,0.4105735151148733,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
2014,78626,11790.0,390.0,2240.0,4130.0,0.18999151823579305,0.03307888040712468,0.35029686174724345,0.3641504099519367,0.17819912993515555,0.5667202647396823,0.4367117166047441,18656.0,0.0,110.0,3382.0,1150.0,13125.0,889.0
